醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
5931069498,0,6,2020/02/10 18:00:38
5931069505,0,34,2020/02/10 18:00:38
5931069532,11,74,2020/02/10 18:00:38
5931069541,0,36,2020/02/10 18:00:38
5931069569,6,68,2020/02/10 18:00:38
5931069701,0,39,2020/02/10 18:00:38
5931069747,0,34,2020/02/10 18:00:38
5931069765,26,31,2020/02/10 18:00:38
5931069774,5,8,2020/02/10 18:00:38
5931069792,6,26,2020/02/10 18:00:38
5931069836,194,48,2020/02/10 18:00:38
5931069863,0,16,2020/02/10 18:00:38
5931069916,14,48,2020/02/10 18:00:38
593106A011,72,30,2020/02/10 18:00:38
593106A020,2,16,2020/02/10 18:00:38
593106A039,64,60,2020/02/10 18:00:38
593106A093,0,29,2020/02/10 18:00:38
593106A137,5,5,2020/02/10 18:00:38
593106A155,0,42,2020/02/10 18:00:38
593106A164,0,17,2020/02/10 18:00:38
593106A173,6,30,2020/02/10 18:00:38
593106A182,49,64,2020/02/10 18:00:38
593106A226,1,36,2020/02/10 18:00:38
593106A299,0,17,2020/02/10 18:00:38
593106A324,0,28,2020/02/10 18:00:38
593106A342,12,54,2020/02/10 18:00:38
593106A351,0,24,2020/02/10 18:00:38
593106A379,0,63,2020/02/10 18:00:38
593106A388,0,38,2020/02/10 18:00:38
593106A404,1,13,2020/02/10 18:00:38
593106A422,16,72,2020/02/10 18:00:38
593106A477,4,64,2020/02/10 18:00:38
593106A511,0,12,2020/02/10 18:00:38
593106A520,0,77,2020/02/10 18:00:38
593106A566,0,24,2020/02/10 18:00:38
593106A584,0,3,2020/02/10 18:00:38
593106A600,176,50,2020/02/10 18:00:38
593106A628,173,54,2020/02/10 18:00:38
593106A637,20,2,2020/02/10 18:00:38
593106A646,16,22,2020/02/10 18:00:38
593106A655,8,42,2020/02/10 18:00:38
593106A691,2,32,2020/02/10 18:00:38
593106A708,3,31,2020/02/10 18:00:38
593106A717,200,50,2020/02/10 18:00:38
593106A726,0,2,2020/02/10 18:00:38
593106A735,100,35,2020/02/10 18:00:38
593106A744,3,52,2020/02/10 18:00:38
593106A753,8,4,2020/02/10 18:00:38
593106A771,26,34,2020/02/10 18:00:38
593106A806,2,0,2020/02/10 18:00:38
593106A824,84,30,2020/02/10 18:00:38
593106A833,2,14,2020/02/10 18:00:38
593106A842,0,55,2020/02/10 18:00:38
593106A851,4,32,2020/02/10 18:00:38
593106A860,4,42,2020/02/10 18:00:38
593106A888,28,61,2020/02/10 18:00:38
593106A897,0,8,2020/02/10 18:00:38
593106A904,4,12,2020/02/10 18:00:38
593106A922,100,33,2020/02/10 18:00:38
593106A931,0,16,2020/02/10 18:00:38
593106A940,1,5,2020/02/10 18:00:38
593106A959,2,26,2020/02/10 18:00:38
5931070017,190,126,2020/02/10 18:00:38
5931070044,2,1,2020/02/10 18:00:38
5931070053,2,69,2020/02/10 18:00:38
5931070062,2,63,2020/02/10 18:00:38
5931070080,3,6,2020/02/10 18:00:38
5931070099,5,2,2020/02/10 18:00:38
5931070142,4,34,2020/02/10 18:00:38
5931070286,2,38,2020/02/10 18:00:38
5931070348,0,46,2020/02/10 18:00:38
5931070366,22,18,2020/02/10 18:00:38
5931070393,0,26,2020/02/10 18:00:38
5931070419,0,12,2020/02/10 18:00:38
5931071425,0,50,2020/02/10 18:00:38
5931071523,0,30,2020/02/10 18:00:38
5931071550,0,2,2020/02/10 18:00:38
5931071658,0,28,2020/02/10 18:00:38
5931071818,0,24,2020/02/10 18:00:38
5931071836,2,44,2020/02/10 18:00:38
5931071916,0,54,2020/02/10 18:00:38
5931071934,0,24,2020/02/10 18:00:38
5931071961,20,0,2020/02/10 18:00:38
5931071970,6,14,2020/02/10 18:00:38
5931072020,0,10,2020/02/10 18:00:38
5931072039,0,86,2020/02/10 18:00:38
5931072066,0,14,2020/02/10 18:00:38
5931072137,0,16,2020/02/10 18:00:38
5931072191,100,52,2020/02/10 18:00:38
5931072217,0,32,2020/02/10 18:00:38
5931072244,0,6,2020/02/10 18:00:38
5931072253,0,26,2020/02/10 18:00:38
5931072262,0,16,2020/02/10 18:00:38
5931072280,0,24,2020/02/10 18:00:38
5931072299,0,2,2020/02/10 18:00:38
5931072351,0,4,2020/02/10 18:00:38
5931072404,18,27,2020/02/10 18:00:38
5931072413,0,62,2020/02/10 18:00:38
5931072422,0,36,2020/02/10 18:00:38
5931072459,0,26,2020/02/10 18:00:38
5931072477,0,40,2020/02/10 18:00:38
5931072486,0,24,2020/02/10 18:00:38
5931080022,204,124,2020/02/10 18:00:38
5931081216,0,4,2020/02/10 18:00:38
5931081234,0,46,2020/02/10 18:00:38
5931081289,0,12,2020/02/10 18:00:38
5931081332,0,18,2020/02/10 18:00:38
5931081378,20,28,2020/02/10 18:00:38
5931081396,0,42,2020/02/10 18:00:38
5931081403,80,20,2020/02/10 18:00:38
5931081412,4,12,2020/02/10 18:00:38
5931081430,0,10,2020/02/10 18:00:38
5931081458,4,70,2020/02/10 18:00:38
5931081494,16,74,2020/02/10 18:00:38
5931081510,198,90,2020/02/10 18:00:38
5931081529,4,2,2020/02/10 18:00:38
5931090037,0,20,2020/02/10 18:00:38
5931090117,0,10,2020/02/10 18:00:38
5931090180,10,44,2020/02/10 18:00:38
5931090279,8,22,2020/02/10 18:00:38
5931091427,0,70,2020/02/10 18:00:38
5931091481,0,4,2020/02/10 18:00:38
5931091570,18,52,2020/02/10 18:00:38
5931091605,0,28,2020/02/10 18:00:38
5931091623,5,8,2020/02/10 18:00:38
5931091641,0,2,2020/02/10 18:00:38
5931091678,6,68,2020/02/10 18:00:38
5931091696,10,24,2020/02/10 18:00:38
5931091712,2,6,2020/02/10 18:00:38
5931091810,0,44,2020/02/10 18:00:38
5931091829,0,20,2020/02/10 18:00:38
5931091865,2,10,2020/02/10 18:00:38
5931091874,0,4,2020/02/10 18:00:38
5931091892,0,34,2020/02/10 18:00:38
5931091945,0,78,2020/02/10 18:00:38
5931091972,0,46,2020/02/10 18:00:38
5931091981,0,22,2020/02/10 18:00:38
5931092004,0,4,2020/02/10 18:00:38
5931092022,0,8,2020/02/10 18:00:38
5931092040,2,28,2020/02/10 18:00:38
5931092068,42,0,2020/02/10 18:00:38
5931092077,0,14,2020/02/10 18:00:38
5931092095,0,18,2020/02/10 18:00:38
5931092102,192,118,2020/02/10 18:00:38
5931100047,0,70,2020/02/10 18:00:38
5931100074,6,36,2020/02/10 18:00:38
5931100154,106,74,2020/02/10 18:00:38
5931100163,4,50,2020/02/10 18:00:38
5931100270,0,34,2020/02/10 18:00:38
5931100305,0,13,2020/02/10 18:00:38
5931101419,0,18,2020/02/10 18:00:38
5931101464,0,82,2020/02/10 18:00:38
5931101599,0,4,2020/02/10 18:00:38
5931101615,4,36,2020/02/10 18:00:38
5931101624,0,39,2020/02/10 18:00:38
5931101633,42,18,2020/02/10 18:00:38
5931101642,10,71,2020/02/10 18:00:38
5931101651,4,0,2020/02/10 18:00:38
5931101668,0,16,2020/02/10 18:00:38
5931101704,0,46,2020/02/10 18:00:38
5931101786,0,16,2020/02/10 18:00:38
5931101919,8,24,2020/02/10 18:00:38
5931101937,0,36,2020/02/10 18:00:38
5931101973,0,26,2020/02/10 18:00:38
5931101991,2,30,2020/02/10 18:00:38
5931102014,0,9,2020/02/10 18:00:38
5931102078,6,16,2020/02/10 18:00:38
5931102087,0,62,2020/02/10 18:00:38
5931102096,2,2,2020/02/10 18:00:38
5931102103,0,4,2020/02/10 18:00:38
5931102121,0,18,2020/02/10 18:00:38
5931102167,6,10,2020/02/10 18:00:38
5931102176,0,40,2020/02/10 18:00:38
5931102229,2,8,2020/02/10 18:00:38
5931102265,10,50,2020/02/10 18:00:38
5931102274,0,46,2020/02/10 18:00:38
5931102292,0,4,2020/02/10 18:00:38
5931102309,2,0,2020/02/10 18:00:38
5931102318,12,58,2020/02/10 18:00:38
5931110025,1,14,2020/02/10 18:00:38
5931110034,0,10,2020/02/10 18:00:38
5931110070,0,35,2020/02/10 18:00:38
5931111568,0,32,2020/02/10 18:00:38
5931111586,2,30,2020/02/10 18:00:38
5931111602,0,42,2020/02/10 18:00:38
5931111611,0,54,2020/02/10 18:00:38
5931111719,3,61,2020/02/10 18:00:38
5931111737,0,4,2020/02/10 18:00:38
5931111755,0,35,2020/02/10 18:00:38
5931111773,0,28,2020/02/10 18:00:38
5931111835,2,46,2020/02/10 18:00:38
5931111844,0,7,2020/02/10 18:00:38
5931111915,0,14,2020/02/10 18:00:38
5931111951,190,92,2020/02/10 18:00:38
5931112047,0,38,2020/02/10 18:00:38
5931112083,4,8,2020/02/10 18:00:38
5931112136,12,0,2020/02/10 18:00:38
5931112145,0,30,2020/02/10 18:00:38
5931112181,0,58,2020/02/10 18:00:38
5931112225,0,6,2020/02/10 18:00:38
5931112234,0,32,2020/02/10 18:00:38
5931112270,1,0,2020/02/10 18:00:38
5931112314,2,34,2020/02/10 18:00:38
5931112341,2,0,2020/02/10 18:00:38
5931112369,0,20,2020/02/10 18:00:38
5931112378,6,25,2020/02/10 18:00:38
5931112430,16,27,2020/02/10 18:00:38
5931112467,14,0,2020/02/10 18:00:38
5931112494,50,13,2020/02/10 18:00:38
5931112510,0,6,2020/02/10 18:00:38
5931112609,204,133,2020/02/10 18:00:38
5931112636,0,8,2020/02/10 18:00:38
5931112645,30,12,2020/02/10 18:00:38
5931112690,0,42,2020/02/10 18:00:38
5931112716,4,38,2020/02/10 18:00:38
5931112798,8,144,2020/02/10 18:00:38
5931112832,6,10,2020/02/10 18:00:38
5931112850,0,70,2020/02/10 18:00:38
5931112896,0,3,2020/02/10 18:00:38
5931112912,0,34,2020/02/10 18:00:38
5931112921,0,4,2020/02/10 18:00:38
5931112958,0,36,2020/02/10 18:00:38
5931112976,0,2,2020/02/10 18:00:38
5931112994,198,82,2020/02/10 18:00:38
5931113017,197,49,2020/02/10 18:00:38
5931113026,4,30,2020/02/10 18:00:38
5931120049,10,106,2020/02/10 18:00:38
5931120156,8,34,2020/02/10 18:00:38
5931121224,0,112,2020/02/10 18:00:38
5931121242,0,34,2020/02/10 18:00:38
5931121279,0,88,2020/02/10 18:00:38
5931121297,1,26,2020/02/10 18:00:38
5931121304,1,30,2020/02/10 18:00:38
5931121377,6,44,2020/02/10 18:00:38
5931121386,6,72,2020/02/10 18:00:38
5931121402,2,86,2020/02/10 18:00:38
5931121411,12,94,2020/02/10 18:00:38
5931121420,0,56,2020/02/10 18:00:38
5931121448,0,10,2020/02/10 18:00:38
5931130045,0,34,2020/02/10 18:00:38
5931130152,4,10,2020/02/10 18:00:38
5931130205,0,32,2020/02/10 18:00:38
5931130214,0,23,2020/02/10 18:00:38
5931130223,0,28,2020/02/10 18:00:38
5931130241,0,50,2020/02/10 18:00:38
5931130349,0,3,2020/02/10 18:00:38
5931130358,10,8,2020/02/10 18:00:38
5931130394,0,38,2020/02/10 18:00:38
5931130438,0,10,2020/02/10 18:00:38
5931130483,2,12,2020/02/10 18:00:38
5931130545,1,60,2020/02/10 18:00:38
5931131579,0,62,2020/02/10 18:00:38
5931131800,0,70,2020/02/10 18:00:38
5931131828,2,64,2020/02/10 18:00:38
5931131864,0,61,2020/02/10 18:00:38
5931131882,0,44,2020/02/10 18:00:38
5931131908,0,10,2020/02/10 18:00:38
5931132110,0,80,2020/02/10 18:00:38
5931132138,0,10,2020/02/10 18:00:38
5931132165,40,38,2020/02/10 18:00:38
5931132183,2,80,2020/02/10 18:00:38
5931132236,2,60,2020/02/10 18:00:38
5931132245,58,86,2020/02/10 18:00:38
5931132263,0,16,2020/02/10 18:00:38
5931132272,0,26,2020/02/10 18:00:38
5931132334,0,10,2020/02/10 18:00:38
5931132343,4,10,2020/02/10 18:00:38
5931132389,0,26,2020/02/10 18:00:38
5931132405,0,20,2020/02/10 18:00:38
5931132487,8,20,2020/02/10 18:00:38
5931132496,0,66,2020/02/10 18:00:38
5931132521,0,45,2020/02/10 18:00:38
5931132538,0,28,2020/02/10 18:00:38
5931132576,88,52,2020/02/10 18:00:38
5931132594,0,16,2020/02/10 18:00:38
5931132601,2,26,2020/02/10 18:00:38
5931132610,0,16,2020/02/10 18:00:38
5931132629,2,12,2020/02/10 18:00:38
5931132647,26,86,2020/02/10 18:00:38
5931132683,98,52,2020/02/10 18:00:38
5931132727,0,16,2020/02/10 18:00:38
5931132736,4,54,2020/02/10 18:00:38
5931132781,0,36,2020/02/10 18:00:38
5931132807,0,30,2020/02/10 18:00:38
5931132816,0,88,2020/02/10 18:00:38
5931132852,0,38,2020/02/10 18:00:38
5931132870,2,32,2020/02/10 18:00:38
5931132914,0,54,2020/02/10 18:00:38
5931132932,6,28,2020/02/10 18:00:38
5931132950,0,24,2020/02/10 18:00:38
5931133019,0,40,2020/02/10 18:00:38
5931133046,4,24,2020/02/10 18:00:38
5931133064,0,15,2020/02/10 18:00:38
5931133108,0,26,2020/02/10 18:00:38
5931133126,0,10,2020/02/10 18:00:38
5931133135,0,16,2020/02/10 18:00:38
5931133171,2,18,2020/02/10 18:00:38
5931133199,6,0,2020/02/10 18:00:38
5931133313,0,38,2020/02/10 18:00:38
5931133331,16,78,2020/02/10 18:00:38
5931133340,0,30,2020/02/10 18:00:38
5931133359,100,90,2020/02/10 18:00:38
5931133377,4,6,2020/02/10 18:00:38
5931133395,0,24,2020/02/10 18:00:38
5931133439,0,34,2020/02/10 18:00:38
5931133457,0,30,2020/02/10 18:00:38
5931133466,0,6,2020/02/10 18:00:38
5931133493,198,74,2020/02/10 18:00:38
5931133500,10,68,2020/02/10 18:00:38
5931133528,4,30,2020/02/10 18:00:38
5931133537,4,70,2020/02/10 18:00:38
5931140096,0,58,2020/02/10 18:00:38
5931140112,0,28,2020/02/10 18:00:38
5931140121,4,12,2020/02/10 18:00:38
5931140130,0,21,2020/02/10 18:00:38
5931140158,2,19,2020/02/10 18:00:38
5931140201,3,34,2020/02/10 18:00:38
5931140229,9,28,2020/02/10 18:00:38
5931140238,0,9,2020/02/10 18:00:38
5931140318,4,0,2020/02/10 18:00:38
5931140372,5,33,2020/02/10 18:00:38
5931140416,6,41,2020/02/10 18:00:38
5931141502,2,43,2020/02/10 18:00:38
5931141520,14,58,2020/02/10 18:00:38
5931141557,4,72,2020/02/10 18:00:38
5931141637,0,20,2020/02/10 18:00:38
5931141708,58,84,2020/02/10 18:00:38
5931141726,0,37,2020/02/10 18:00:38
5931141744,0,40,2020/02/10 18:00:38
5931141799,0,59,2020/02/10 18:00:38
5931141860,0,2,2020/02/10 18:00:38
5931141913,0,4,2020/02/10 18:00:38
5931141922,2,31,2020/02/10 18:00:38
5931141986,0,10,2020/02/10 18:00:38
5931142018,11,10,2020/02/10 18:00:38
5931142072,0,35,2020/02/10 18:00:38
5931142090,14,63,2020/02/10 18:00:38
5931142116,0,15,2020/02/10 18:00:38
5931142161,0,18,2020/02/10 18:00:38
5931142296,0,24,2020/02/10 18:00:38
5931142303,0,34,2020/02/10 18:00:38
5931142367,12,22,2020/02/10 18:00:38
5931142394,8,54,2020/02/10 18:00:38
5931142429,0,66,2020/02/10 18:00:38
5931142447,0,52,2020/02/10 18:00:38
5931142509,22,18,2020/02/10 18:00:38
5931142554,0,9,2020/02/10 18:00:38
5931142572,0,77,2020/02/10 18:00:38
5931142634,0,14,2020/02/10 18:00:38
5931142643,60,38,2020/02/10 18:00:38
5931142670,6,28,2020/02/10 18:00:38
5931142723,0,1,2020/02/10 18:00:38
5931142769,4,8,2020/02/10 18:00:38
5931142778,0,24,2020/02/10 18:00:38
5931142796,0,36,2020/02/10 18:00:38
5931142830,0,50,2020/02/10 18:00:38
5931142849,4,22,2020/02/10 18:00:38
5931142876,0,32,2020/02/10 18:00:38
5931142956,0,56,2020/02/10 18:00:38
5931142965,4,84,2020/02/10 18:00:38
5931142974,198,56,2020/02/10 18:00:38
5931142983,3,35,2020/02/10 18:00:38
5931143015,0,22,2020/02/10 18:00:38
5931143024,200,80,2020/02/10 18:00:38
5931143033,97,42,2020/02/10 18:00:38
5931143042,0,24,2020/02/10 18:00:38
5931143051,0,38,2020/02/10 18:00:38
5931143088,4,32,2020/02/10 18:00:38
5931143097,4,95,2020/02/10 18:00:38
5931143104,0,12,2020/02/10 18:00:38
5931143113,4,0,2020/02/10 18:00:38
5931143122,0,60,2020/02/10 18:00:38
5931143140,200,52,2020/02/10 18:00:38
5931143168,0,48,2020/02/10 18:00:38
5931150056,0,30,2020/02/10 18:00:38
5931150065,0,58,2020/02/10 18:00:38
5931150163,0,2,2020/02/10 18:00:38
5931151231,0,88,2020/02/10 18:00:38
5931151277,6,33,2020/02/10 18:00:38
5931151302,0,29,2020/02/10 18:00:38
5931151311,133,143,2020/02/10 18:00:38
5931151437,0,2,2020/02/10 18:00:38
5931151473,2,32,2020/02/10 18:00:38
5931151482,13,62,2020/02/10 18:00:38
5931151491,0,26,2020/02/10 18:00:38
5931151508,0,26,2020/02/10 18:00:38
5931151544,200,38,2020/02/10 18:00:38
5931151599,16,3,2020/02/10 18:00:38
5931151606,0,24,2020/02/10 18:00:38
5931151615,0,20,2020/02/10 18:00:38
5931151642,6,32,2020/02/10 18:00:38
5931151660,4,0,2020/02/10 18:00:38
5931151679,28,92,2020/02/10 18:00:38
5931151688,200,68,2020/02/10 18:00:38
5931160061,1,31,2020/02/10 18:00:38
5931160105,0,21,2020/02/10 18:00:38
5931160132,4,31,2020/02/10 18:00:38
5931160141,2,0,2020/02/10 18:00:38
5931161237,0,6,2020/02/10 18:00:38
5931161282,0,10,2020/02/10 18:00:38
5931161326,0,1,2020/02/10 18:00:38
5931161344,2,0,2020/02/10 18:00:38
5931161353,0,14,2020/02/10 18:00:38
5931161433,6,31,2020/02/10 18:00:38
5931161460,0,54,2020/02/10 18:00:38
5931161540,4,0,2020/02/10 18:00:38
5931170021,0,18,2020/02/10 18:00:38
5931170067,2,48,2020/02/10 18:00:38
5931170129,4,65,2020/02/10 18:00:38
5931170165,1,9,2020/02/10 18:00:38
5931171233,4,0,2020/02/10 18:00:38
5931171242,0,8,2020/02/10 18:00:38
5931171251,0,30,2020/02/10 18:00:38
5931171297,4,40,2020/02/10 18:00:38
5931171313,0,1,2020/02/10 18:00:38
5931171340,4,0,2020/02/10 18:00:38
5931171411,0,49,2020/02/10 18:00:38
5931171528,0,22,2020/02/10 18:00:38
5931171537,19,9,2020/02/10 18:00:38
5931171546,0,38,2020/02/10 18:00:38
5931171564,0,44,2020/02/10 18:00:38
5931171573,0,16,2020/02/10 18:00:38
5931171582,3,3,2020/02/10 18:00:38
5931171608,0,12,2020/02/10 18:00:38
5931171644,1,1,2020/02/10 18:00:38
5931171671,4,20,2020/02/10 18:00:38
5931171680,14,3,2020/02/10 18:00:38
5931171706,0,10,2020/02/10 18:00:38
5931171715,3,12,2020/02/10 18:00:38
5931171724,0,42,2020/02/10 18:00:38
5931171733,16,32,2020/02/10 18:00:38
5931171751,200,44,2020/02/10 18:00:38
5931171788,6,2,2020/02/10 18:00:38
5931181051,4,78,2020/02/10 18:00:38
5931181104,204,56,2020/02/10 18:00:38
5931181159,0,68,2020/02/10 18:00:38
5931181195,204,48,2020/02/10 18:00:38
5931181239,0,18,2020/02/10 18:00:38
5931181248,4,40,2020/02/10 18:00:38
5931190514,0,28,2020/02/10 18:00:38
5931220017,0,4,2020/02/10 18:00:38
5931231127,0,12,2020/02/10 18:00:38
5931231190,0,2,2020/02/10 18:00:38
5931231225,4,28,2020/02/10 18:00:38
5931231289,8,16,2020/02/10 18:00:38
5931250015,10,26,2020/02/10 18:00:38
5931270026,2,10,2020/02/10 18:00:38
5931270044,6,22,2020/02/10 18:00:38
5931271103,3,10,2020/02/10 18:00:38
5931280013,2,34,2020/02/10 18:00:38
5931281074,0,94,2020/02/10 18:00:38
5932010019,0,12,2020/02/10 18:00:38
5932010202,4,38,2020/02/10 18:00:38
5932010337,0,34,2020/02/10 18:00:38
5932010462,0,38,2020/02/10 18:00:38
5932010604,0,22,2020/02/10 18:00:38
5932010631,74,52,2020/02/10 18:00:38
5932010668,8,46,2020/02/10 18:00:38
5932010702,78,24,2020/02/10 18:00:38
5932010784,0,38,2020/02/10 18:00:38
5932010793,2,60,2020/02/10 18:00:38
5932010855,6,66,2020/02/10 18:00:38
5932010891,0,84,2020/02/10 18:00:38
5932010908,0,30,2020/02/10 18:00:38
5932011058,34,108,2020/02/10 18:00:38
5932011110,32,80,2020/02/10 18:00:38
5932011218,198,107,2020/02/10 18:00:38
5932011316,4,36,2020/02/10 18:00:38
5932011361,0,58,2020/02/10 18:00:38
5932011370,2,30,2020/02/10 18:00:38
5932011503,2,0,2020/02/10 18:00:38
5932011512,8,152,2020/02/10 18:00:38
5932011576,0,82,2020/02/10 18:00:38
5932011585,0,20,2020/02/10 18:00:38
5932011610,0,100,2020/02/10 18:00:38
5932011638,4,44,2020/02/10 18:00:38
5932011692,0,92,2020/02/10 18:00:38
5932011772,4,38,2020/02/10 18:00:38
5932011870,0,102,2020/02/10 18:00:38
5932011898,0,80,2020/02/10 18:00:38
5932012108,0,58,2020/02/10 18:00:38
5932012359,0,60,2020/02/10 18:00:38
5932012402,0,22,2020/02/10 18:00:38
5932012457,0,124,2020/02/10 18:00:38
5932012493,0,18,2020/02/10 18:00:38
5932012573,6,18,2020/02/10 18:00:38
5932012582,12,0,2020/02/10 18:00:38
5932012671,0,72,2020/02/10 18:00:38
5932012742,0,8,2020/02/10 18:00:38
5932012804,0,20,2020/02/10 18:00:38
5932012813,0,12,2020/02/10 18:00:38
5932012902,100,36,2020/02/10 18:00:38
5932012939,4,22,2020/02/10 18:00:38
5932013007,0,18,2020/02/10 18:00:38
5932013016,2,0,2020/02/10 18:00:38
5932013034,0,18,2020/02/10 18:00:38
5932013089,0,22,2020/02/10 18:00:38
5932013114,0,66,2020/02/10 18:00:38
5932013123,8,24,2020/02/10 18:00:38
5932013196,4,34,2020/02/10 18:00:38
5932013203,0,50,2020/02/10 18:00:38
5932013267,0,56,2020/02/10 18:00:38
5932013285,100,110,2020/02/10 18:00:38
5932013301,0,2,2020/02/10 18:00:38
5932013310,4,0,2020/02/10 18:00:38
5932013338,4,34,2020/02/10 18:00:38
5932013365,0,94,2020/02/10 18:00:38
5932013374,52,20,2020/02/10 18:00:38
5932013383,2,30,2020/02/10 18:00:38
5932013392,400,150,2020/02/10 18:00:38
5932013409,0,44,2020/02/10 18:00:38
5932013418,0,60,2020/02/10 18:00:38
5932013427,0,12,2020/02/10 18:00:38
5932013445,4,76,2020/02/10 18:00:38
5932013463,12,24,2020/02/10 18:00:38
5932013516,48,125,2020/02/10 18:00:38
5932013534,0,26,2020/02/10 18:00:38
5932013589,0,52,2020/02/10 18:00:38
5932013605,15,2,2020/02/10 18:00:38
5932013614,0,36,2020/02/10 18:00:38
5932013623,4,18,2020/02/10 18:00:38
5932013650,6,48,2020/02/10 18:00:38
5932013687,194,50,2020/02/10 18:00:38
5932013712,2,24,2020/02/10 18:00:38
5932013721,194,70,2020/02/10 18:00:38
5932013749,0,32,2020/02/10 18:00:38
5932013767,0,22,2020/02/10 18:00:38
5932013785,0,10,2020/02/10 18:00:38
5932013794,20,68,2020/02/10 18:00:38
5932013801,0,30,2020/02/10 18:00:38
5932013810,70,146,2020/02/10 18:00:38
5932013856,2,0,2020/02/10 18:00:38
5932013865,0,6,2020/02/10 18:00:38
5932013874,0,54,2020/02/10 18:00:38
5932013883,0,29,2020/02/10 18:00:38
5932013892,62,134,2020/02/10 18:00:38
5932013909,0,20,2020/02/10 18:00:38
5932013918,182,126,2020/02/10 18:00:38
5932013927,46,66,2020/02/10 18:00:38
5932013936,1,98,2020/02/10 18:00:38
5932013945,24,28,2020/02/10 18:00:38
5932013954,190,50,2020/02/10 18:00:38
5932017069,2,0,2020/02/10 18:00:38
5932017096,0,64,2020/02/10 18:00:38
5932017103,0,68,2020/02/10 18:00:38
5932017112,2,22,2020/02/10 18:00:38
5932017309,0,8,2020/02/10 18:00:38
5932018520,0,82,2020/02/10 18:00:38
5932018539,0,44,2020/02/10 18:00:38
5932018548,0,94,2020/02/10 18:00:38
5932018593,68,40,2020/02/10 18:00:38
5932018628,0,10,2020/02/10 18:00:38
5932018664,178,154,2020/02/10 18:00:38
5932018842,4,8,2020/02/10 18:00:38
5932018922,0,38,2020/02/10 18:00:38
5932018931,3,68,2020/02/10 18:00:38
5932018940,2,46,2020/02/10 18:00:38
5932019045,10,67,2020/02/10 18:00:38
5932019116,0,78,2020/02/10 18:00:38
5932019143,0,26,2020/02/10 18:00:38
5932019152,34,98,2020/02/10 18:00:38
5932019330,0,36,2020/02/10 18:00:38
5932019563,0,30,2020/02/10 18:00:38
5932019581,0,30,2020/02/10 18:00:38
5932019901,8,42,2020/02/10 18:00:38
5932019929,0,30,2020/02/10 18:00:38
593201A015,0,104,2020/02/10 18:00:38
593201A195,0,80,2020/02/10 18:00:38
593201A284,4,0,2020/02/10 18:00:38
593201A435,0,20,2020/02/10 18:00:38
593201A499,0,34,2020/02/10 18:00:38
593201A506,8,18,2020/02/10 18:00:38
593201A542,0,78,2020/02/10 18:00:38
593201A631,0,26,2020/02/10 18:00:38
593201A668,0,38,2020/02/10 18:00:38
593201A695,0,66,2020/02/10 18:00:38
593201A748,48,66,2020/02/10 18:00:38
5932020146,0,46,2020/02/10 18:00:38
5932020360,2,10,2020/02/10 18:00:38
5932020459,1,34,2020/02/10 18:00:38
5932020502,2,40,2020/02/10 18:00:38
5932020548,0,18,2020/02/10 18:00:38
5932020575,0,4,2020/02/10 18:00:38
5932020717,0,86,2020/02/10 18:00:38
5932020753,0,66,2020/02/10 18:00:38
5932020940,0,10,2020/02/10 18:00:38
5932021036,0,16,2020/02/10 18:00:38
5932021045,0,56,2020/02/10 18:00:38
5932021090,4,20,2020/02/10 18:00:38
5932021214,0,50,2020/02/10 18:00:38
5932021358,0,22,2020/02/10 18:00:38
5932021401,6,28,2020/02/10 18:00:38
5932021643,2,30,2020/02/10 18:00:38
5932021670,0,12,2020/02/10 18:00:38
5932021689,0,4,2020/02/10 18:00:38
5932021803,0,22,2020/02/10 18:00:38
5932021812,160,48,2020/02/10 18:00:38
5932021821,0,22,2020/02/10 18:00:38
5932021830,0,4,2020/02/10 18:00:38
5932021885,0,2,2020/02/10 18:00:38
5932022104,0,32,2020/02/10 18:00:38
5932022159,0,18,2020/02/10 18:00:38
5932022257,0,28,2020/02/10 18:00:38
5932022300,0,66,2020/02/10 18:00:38
5932022319,0,124,2020/02/10 18:00:38
5932022346,2,8,2020/02/10 18:00:38
5932022355,2,24,2020/02/10 18:00:38
5932022373,0,32,2020/02/10 18:00:38
5932022499,0,40,2020/02/10 18:00:38
5932022515,128,66,2020/02/10 18:00:38
5932022524,0,44,2020/02/10 18:00:38
5932022533,0,10,2020/02/10 18:00:38
5932022579,0,18,2020/02/10 18:00:38
5932022631,0,72,2020/02/10 18:00:38
5932022640,0,20,2020/02/10 18:00:38
5932022659,166,46,2020/02/10 18:00:38
5932022668,0,64,2020/02/10 18:00:38
5932022766,0,48,2020/02/10 18:00:38
5932022828,2,78,2020/02/10 18:00:38
5932022846,60,104,2020/02/10 18:00:38
5932022917,0,32,2020/02/10 18:00:38
5932022926,4,68,2020/02/10 18:00:38
5932022971,8,0,2020/02/10 18:00:38
5932022999,2,32,2020/02/10 18:00:38
5932023012,8,0,2020/02/10 18:00:38
5932023021,102,22,2020/02/10 18:00:38
5932023049,66,134,2020/02/10 18:00:38
5932023058,12,12,2020/02/10 18:00:38
5932023094,0,4,2020/02/10 18:00:38
5932023110,0,10,2020/02/10 18:00:38
5932023147,2,44,2020/02/10 18:00:38
5932023156,0,26,2020/02/10 18:00:38
5932023165,3,18,2020/02/10 18:00:38
5932023174,0,70,2020/02/10 18:00:38
